,Ticker,Name,Last Sale,Net Change,% Change,Market Cap
6003,BEAGU,Bold Eagle Acquisition Corp. Units,$10.98,UNCH,--,NA
6004,BEP^A,"Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17",$17.90,-0.03,-0.167%,NA
6005,BF/A,Brown Forman Corporation,$29.73,1.12,3.915%,NA
6006,BF/B,Brown Forman Corporation,$29.29,1.14,4.05%,NA
6007,BFH^A,"Bread Financial Holdings, Inc. Depositary Shares, each representing a 1/40th interest in a share of 8.625% Non-Cumulative Perpetual Preferred Stock, Series A",$24.5406,-0.0099,-0.04%,NA
6008,BFK,BlackRock Municipal Income Trust,$10.13,0.01,0.099%,NA
6009,BFS^D,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock",$21.28,0.28,1.333%,NA
6010,BFS^E,"Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock",$22.60,0.05,0.222%,NA
6011,BFZ,BlackRock California Municipal Income Trust,$11.17,-0.06,-0.534%,NA
6012,BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,$11.61,-0.08,-0.684%,NA
6013,BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,$15.07,0.03,0.199%,NA
6014,BGMS,"Bio Green Med Solution, Inc. Common Stock",$0.97,-0.07,-6.731%,NA
6015,BGMSP,"Bio Green Med Solution, Inc. 6% Convertible Preferred Stock",$3.69,-0.11,-2.895%,NA
6016,BGT,BlackRock Floating Rate Income Trust,$11.43,-0.03,-0.262%,NA
6017,BGX,Blackstone Long Short Credit Income Fund Common Shares,$11.40,-0.09,-0.783%,NA
6018,BGY,Blackrock Enhanced International Dividend Trust,$6.06,0.04,0.664%,NA
6019,BHK,Blackrock Core Bond Trust,$9.52,-0.01,-0.105%,NA
6020,BHR^B,"Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",$15.16,0.46,3.129%,NA
6021,BHR^D,"Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock,  par value $0.01 per share",$16.675,-0.095,-0.566%,NA
6022,BHV,BlackRock Virginia Municipal Bond Trust,$10.64,-0.02,-0.188%,NA
6023,BIII,Black Spade Acquisition III Co Class A Ordinary Shares,$9.94,UNCH,--,NA
6024,BIO/B,"Bio-Rad Laboratories, Inc.",$295.05,UNCH,--,NA
6025,BIP^A,"Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units, Series 13",$17.35,0.10,0.58%,NA
6026,BIP^B,"Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units, Series 14",$16.97,0.09,0.533%,NA
6027,BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,$13.25,-0.01,-0.075%,NA
6028,BIXI,Bitcoin Infrastructure Acquisition Corp Ltd. Class A Ordinary Shares,$9.92,UNCH,--,NA
6029,BIXIU,Bitcoin Infrastructure Acquisition Corp Ltd. Unit,$10.04,-0.02,-0.199%,NA
6030,BIXIW,Bitcoin Infrastructure Acquisition Corp Ltd. Warrant,$0.3299,-0.0026,-0.782%,NA
6031,BK^K,"The Bank Of New York Mellon Corporation  Depositary Shares, each representing a 1/4,000th interest in a share of Series K Noncumulative Perpetual Preferred Stock",$25.74,-0.04,-0.155%,NA
6032,BKHA,Black Hawk Acquisition Corporation Class A Ordinary Shares,$11.40,UNCH,--,NA
6033,BKHAR,Black Hawk Acquisition Corporation Rights,$1.80,0.15,9.091%,NA
6034,BKHAU,Black Hawk Acquisition Corporation Units,$12.80,0.40,3.226%,NA
6035,BKN,BlackRock Investment Quality Municipal Trust Inc. (The),$11.51,UNCH,--,NA
6036,BLE,BlackRock Municipal Income Trust II,$10.55,-0.01,-0.095%,NA
6037,BLRK,Bluerock Acquisition Corp. Class A Ordinary Shares,$9.90,UNCH,--,NA
6038,BLRKU,Bluerock Acquisition Corp. Unit,$10.0145,UNCH,--,NA
6039,BLRKW,Bluerock Acquisition Corp. Warrants,$0.3895,0.1594,69.274%,NA
6040,BLZR,Trailblazer Acquisition Corp. Class A Ordinary Shares,$10.105,0.005,0.05%,NA
6041,BLZRU,Trailblazer Acquisition Corp. Unit,$10.23,-0.02,-0.195%,NA
6042,BLZRW,Trailblazer Acquisition Corp. Warrant,$0.50,0.03,6.383%,NA
6043,BML^G,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock , Series 1)",$19.76,0.06,0.305%,NA
6044,BML^H,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 2)",$19.56,UNCH,--,NA
6045,BML^J,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 4)",$20.96,-0.0434,-0.207%,NA
6046,BML^L,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 5)",$19.60,-0.05,-0.254%,NA
6047,BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,$26.20,0.05,0.191%,NA
6048,BNCWW,CEA Industries Inc. Warrant,$0.0418,-0.0128,-23.443%,NA
6049,BNY,BlackRock New York Municipal Income Trust,$10.25,0.03,0.294%,NA
6050,BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,$11.88,-0.07,-0.586%,NA
6051,BOH^A,"Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",$16.56,-0.04,-0.241%,NA
6052,BOH^B,"Bank of Hawaii Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.000% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series B",$26.2085,-0.0215,-0.082%,NA
6053,BPAC,Blueport Acquisition Ltd Class A Ordinary Shares,$9.98,UNCH,--,NA
6054,BPRE,Bluerock Private Real Estate Fund Common Shares of Beneficial Interest,$16.58,0.49,3.045%,NA
6055,BRW,Saba Capital Income & Opportunities Fund SBI,$6.63,-0.02,-0.301%,NA
6056,BSAA,BEST SPAC I Acquisition Corp. Class A Ordinary Shares,$10.20,UNCH,--,NA
6057,BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,$13.29,-0.03,-0.225%,NA
6058,BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,$9.715,0.035,0.362%,NA
6059,BTO,John Hancock Financial Opportunities Fund Common Stock,$39.26,0.66,1.71%,NA
6060,BTT,BlackRock Municipal 2030 Target Term Trust,$22.76,-0.07,-0.307%,NA
6061,BUI,"BlackRock Utility, Infrastructure & Power Opportunities Trust",$27.73,0.10,0.362%,NA
6062,BW^A,"Babcock & Wilcox Enterprises, Inc. 7.75% Series A Cumulative Perpetual Preferred Stock",$19.52,-0.20,-1.014%,NA
6063,BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,$8.52,0.02,0.235%,NA
6064,BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,$14.78,-0.12,-0.805%,NA
6065,BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,$24.92,0.43,1.756%,NA
6066,BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,$11.10,-0.0199,-0.179%,NA
6067,C^N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),$29.68,-0.29,-0.968%,NA
6068,CAEP,"Cantor Equity Partners III, Inc. Class A Ordinary Shares",$10.23,UNCH,--,NA
6069,CAF,Morgan Stanley China A Share Fund Inc. Common Stock,$17.95,-0.09,-0.499%,NA
6070,CAPN,Cayson Acquisition Corp Ordinary shares,$10.74,0.02,0.187%,NA
6071,CAPNR,Cayson Acquisition Corp Right,$0.20,UNCH,--,NA
6072,CCCX,Churchill Capital Corp X Class A Ordinary Shares,$12.69,-1.64,-11.445%,NA
6073,CCCXU,Churchill Capital Corp X Unit,$14.49,-1.39,-8.753%,NA
6074,CCCXW,Churchill Capital Corp X Warrants,$5.708,-0.892,-13.515%,NA
6075,CCD,Calamos Dynamic Convertible & Income Fund Common Stock,$22.30,-0.23,-1.021%,NA
6076,CCID,Carlyle Credit Income Fund 7.375% Series D Term Preferred Shares due 2028,$25.06,-0.0799,-0.318%,NA
6077,CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,$4.07,0.17,4.359%,NA
6078,CCII,Cohen Circle Acquisition Corp. II Class A Ordinary Shares,$10.285,-0.025,-0.242%,NA
6079,CCIIU,Cohen Circle Acquisition Corp. II Unit,$10.48,UNCH,--,NA
6080,CCIIW,Cohen Circle Acquisition Corp. II Warrant,$0.74,UNCH,--,NA
6081,CCIX,Churchill Capital Corp IX Ordinary Shares,$10.62,-0.02,-0.188%,NA
6082,CCIXU,Churchill Capital Corp IX Unit,$10.84,UNCH,--,NA
6083,CCIXW,Churchill Capital Corp IX Warrant,$0.70,0.01,1.449%,NA
6084,CCXIU,Churchill Capital Corp XI Units,$10.30,-0.02,-0.194%,NA
6085,CDR^B,"Cedar Realty Trust, Inc. 7.25% Series B Cumulative Redeemable Preferred Stock",$18.75,0.35,1.902%,NA
6086,CDR^C,"Cedar Realty Trust, Inc. 6.50% Series C Cumulative Redeemable Preferred Stock",$17.835,-0.03,-0.168%,NA
6087,CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",$19.42,0.19,0.988%,NA
6088,CEPF,"Cantor Equity Partners IV, Inc. Class A Ordinary Shares",$10.43,-0.03,-0.287%,NA
6089,CEPO,"Cantor Equity Partners I, Inc. Class A Ordinary Shares",$10.44,0.02,0.192%,NA
6090,CEPT,"Cantor Equity Partners II, Inc. Class A Ordinary Share",$11.57,-0.35,-2.936%,NA
6091,CEPV,"Cantor Equity Partners V, Inc. Class A Ordinary Shares",$10.15,-0.09,-0.879%,NA
6092,CFG^E,"Citizens Financial Group, Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series E",$19.40,-0.15,-0.767%,NA
6093,CFG^H,"Citizens Financial Group, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.375% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series H",$26.37,0.03,0.114%,NA
6094,CFG^I,"Citizens Financial Group, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.500% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series I",$25.52,0.015,0.059%,NA
6095,CFND,C1 Fund Inc. Common Stock,$4.58,0.13,2.921%,NA
6096,CFR^B,"Cullen/Frost Bankers, Inc. Depositary Shares, each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock, Series B",$17.65,UNCH,--,NA
6097,CGCT,Cartesian Growth Corporation III Class A Ordinary Shares,$10.29,UNCH,--,NA
6098,CGCTU,Cartesian Growth Corporation III Unit,$10.63,UNCH,--,NA
6099,CGCTW,Cartesian Growth Corporation III Warrant,$0.7601,-0.0699,-8.422%,NA
6100,CGO,Calamos Global Total Return Fund Common Stock,$12.30,-0.03,-0.243%,NA
6101,CHAC,Crane Harbor Acquisition Corp. Class A Ordinary Shares,$10.51,-0.09,-0.849%,NA
6102,CHACR,Crane Harbor Acquistion Corp. Rights,$0.80,0.0099,1.253%,NA
6103,CHACU,Crane Harbor Acquisition Corp. Units,$11.03,-0.32,-2.819%,NA
6104,CHAR,Charlton Aria Acquisition Corporation Class A Ordinary Shares,$10.53,UNCH,--,NA
6105,CHARR,Charlton Aria Acquisition Corporation Rights,$0.1601,-0.0199,-11.056%,NA
6106,CHECU,Chenghe Acquisition III Co. Units,$10.325,0.175,1.724%,NA
6107,CHECW,Chenghe Acquisition III Co. Warrants,$0.21,-0.01,-4.545%,NA
6108,CHI,Calamos Convertible Opportunities and Income Fund Common Stock,$11.14,-0.16,-1.416%,NA
6109,CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,$21.0999,0.0698,0.332%,NA
6110,CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$23.46,0.0799,0.342%,NA
6111,CHPG,ChampionsGate Acquisition Corporation Class A Ordinary Share,$10.30,-0.01,-0.097%,NA
6112,CHW,Calamos Global Dynamic Income Fund Common Stock,$7.99,0.01,0.125%,NA
6113,CHY,Calamos Convertible and High Income Fund Common Stock,$11.60,-0.15,-1.277%,NA
6114,CICB,CION Investment Corporation 7.50% Notes due 2029,$25.335,0.055,0.218%,NA
6115,CIF,MFS Intermediate High Income Fund Common Stock,$1.71,UNCH,--,NA
6116,CIK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock",$2.81,-0.01,-0.355%,NA
6117,CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,$22.10,0.09,0.409%,NA
6118,CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$23.56,0.015,0.064%,NA
6119,CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,$21.92,-0.03,-0.137%,NA
6120,CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$23.37,-0.04,-0.171%,NA
6121,CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,$25.3492,0.0676,0.267%,NA
6122,CIMP,Chimera Investment Corporation 8.875% Senior Notes due 2030,$25.06,0.09,0.36%,NA
6123,CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,$20.18,-0.02,-0.099%,NA
6124,CLM,"Cornerstone Strategic Investment Fund, Inc. Common Shares",$8.10,-0.10,-1.22%,NA
6125,CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),$25.54,-0.20,-0.777%,NA
6126,CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),$26.70,UNCH,--,NA
6127,CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,$27.73,-0.2526,-0.903%,NA
6128,CMS^B,CMS Energy Corporation Preferred Stock,$78.00,0.42,0.541%,NA
6129,CMS^C,"CMS Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock, Series C",$17.49,-0.11,-0.625%,NA
6130,CNO^A,"CNO Financial Group, Inc. 5.125% Subordinated Debentures due 2060",$19.31,0.05,0.26%,NA
6131,CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,$18.65,0.48,2.642%,NA
6132,CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,$20.12,0.1401,0.701%,NA
6133,CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,$20.67,0.28,1.373%,NA
6134,COF^I,"Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series I of the Issuer",$19.745,0.025,0.127%,NA
6135,COF^J,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock, Series J",$18.56,0.05,0.27%,NA
6136,COF^K,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series K",$17.91,0.05,0.28%,NA
6137,COF^L,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series L",$17.0482,0.0282,0.166%,NA
6138,COF^N,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series N",$16.75,0.04,0.239%,NA
6139,COLA,Columbus Acquisition Corp Ordinary Shares,$10.51,-0.05,-0.473%,NA
6140,COLAR,Columbus Acquisition Corp Rights,$0.38,-0.0999,-20.817%,NA
6141,COLAU,Columbus Acquisition Corp Unit,$12.15,UNCH,--,NA
6142,COPL,Copley Acquisition Corp Ordinary Shares,$10.295,UNCH,--,NA
6143,CRAC,Crown Reserve Acquisition Corp. I Class A Ordinary Shares,$10.02,-0.01,-0.10%,NA
6144,CRACR,Crown Reserve Acquisition Corp. I Rights,$0.22,-0.005,-2.222%,NA
6145,CRACU,Crown Reserve Acquisition Corp. I Unit,$10.21,UNCH,--,NA
6146,CRACW,Crown Reserve Acquisition Corp. I Warrant,$0.1399,-0.0001,-0.071%,NA
6147,CRAN,Crane Harbor Acquisition Corp. II Class A Ordinary Shares,$10.02,0.03,0.30%,NA
6148,CRANR,Crane Harbor Acquisition Corp. II Rights,$0.21,-0.0305,-12.682%,NA
6149,CRANU,Crane Harbor Acquisition Corp. II Units,$10.17,-0.02,-0.196%,NA
6150,CRAQ,Cal Redwood Acquisition Corp. Class A Ordinary Shares,$10.20,0.03,0.295%,NA
6151,CRAQR,Cal Redwood Acquisition Corp. Right,$0.25,-0.01,-3.846%,NA
6152,CRBD,Corebridge Financial Inc. 6.375% Junior Subordinated Notes due 2064,$23.9999,0.0199,0.083%,NA
6153,CRD/A,Crawford & Company,$10.84,-0.15,-1.365%,NA
6154,CRD/B,Crawford & Company,$10.45,-0.13,-1.229%,NA
6155,CRF,"Cornerstone Total Return Fund, Inc. (The) Common Stock",$7.75,-0.05,-0.641%,NA
6156,CTA^A,"EIDP, Inc. Preferred Stock $3.50 Series",$54.19,-0.03,-0.055%,NA
6157,CTA^B,"EIDP, Inc. Preferred Stock $4.50 Series",$67.94,-0.04,-0.059%,NA
6158,CTO^A,"CTO Realty Growth, Inc. 6.375% Series A Cumulative Redeemable Preferred Stock",$20.76,0.03,0.145%,NA
6159,CUBWU,Lionheart Holdings Unit,$10.74,UNCH,--,NA
6160,CUBWW,Lionheart Holdings Warrant,$0.18,UNCH,--,NA
6161,DAAQ,Digital Asset Acquisition Corp. Class A Ordinary shares,$10.23,0.01,0.098%,NA
6162,DAAQU,Digital Asset Acquisition Corp. Units,$10.85,0.43,4.127%,NA
6163,DAAQW,Digital Asset Acquisition Corp. Warrant,$0.42,-0.02,-4.545%,NA
6164,DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,$15.105,-0.0556,-0.367%,NA
6165,DBRG^H,"DigitalBridge Group, Inc. 7.125% Series H",$19.09,-0.16,-0.831%,NA
6166,DBRG^I,"DigitalBridge Group, Inc. 7.15% Series I",$19.18,-0.15,-0.776%,NA
6167,DBRG^J,"DigitalBridge Group, Inc. 7.125% Series J",$19.15,-0.18,-0.931%,NA
6168,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,$21.68,0.13,0.603%,NA
6169,DHF,BNY Mellon High Yield Strategies Fund Common Stock,$2.54,-0.02,-0.781%,NA
6170,DHY,Credit Suisse High Yield Credit Fund Common Stock,$2.00,UNCH,--,NA
6171,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,$15.45,0.06,0.39%,NA
6172,DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,$26.77,-0.07,-0.261%,NA
6173,DLR^J,"Digital Realty Trust, Inc. 5.250% Series J Cumulative Redeemable Preferred Stock",$20.50,-0.04,-0.195%,NA
6174,DLR^K,"Digital Realty Trust, Inc. 5.850% Series K Cumulative Redeemable Preferred Stock, par value $0.01 per share",$23.36,-0.05,-0.214%,NA
6175,DLR^L,"Digital Realty Trust, Inc. 5.200% Series L Cumulative Redeemable Preferred Stock",$20.49,-0.055,-0.268%,NA
6176,DMA,Destra Multi-Alternative Fund Common Stock,$8.90,-0.04,-0.447%,NA
6177,DMAA,Drugs Made In America Acquisition Corp. Ordinary Shares,$10.42,UNCH,--,NA
6178,DMAAR,Drugs Made In America Acquisition Corp. Rights,$0.1291,-0.0041,-3.078%,NA
6179,DMAAU,Drugs Made In America Acquisition Corp. Units,$10.5501,UNCH,--,NA
6180,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",$11.12,0.06,0.542%,NA
6181,DMII,Drugs Made In America Acquisition II Corp. Ordinary Shares,$10.01,UNCH,--,NA
6182,DMIIR,Drugs Made In America Acquisition II Corp. Right,$0.1251,-0.0049,-3.769%,NA
6183,DMIIU,Drugs Made In America Acquisition II Corp. Unit,$10.11,0.05,0.497%,NA
6184,DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,$11.09,-0.01,-0.09%,NA
6185,DNMX,Dynamix Corporation III Class A Ordinary Shares,$9.95,0.02,0.201%,NA
6186,DNMXU,Dynamix Corporation III Unit,$10.09,-0.01,-0.099%,NA
6187,DNMXW,Dynamix Corporation III Warrants,$0.31,-0.0029,-0.927%,NA
6188,DNP,"DNP Select Income Fund, Inc. Common Stock",$10.08,0.01,0.099%,NA
6189,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,$13.62,0.08,0.591%,NA
6190,DRDB,Roman DBDR Acquisition Corp. II Ordinary shares,$10.485,-0.005,-0.048%,NA
6191,DRDBW,Roman DBDR Acquisition Corp. II Warrants,$0.6712,-0.0849,-11.229%,NA
6192,DSAC,Daedalus Special Acquisition Corp. Class A Ordinary Shares,$9.98,UNCH,--,NA
6193,DSACU,Daedalus Special Acquisition Corp. Unit,$10.14,0.01,0.099%,NA
6194,DSACW,Daedalus Special Acquisition Corp. Warrant,$0.52,-0.03,-5.455%,NA
6195,DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",$6.15,-0.02,-0.324%,NA
6196,DSU,"Blackrock Debt Strategies Fund, Inc. Common Stock",$10.16,-0.02,-0.196%,NA
6197,DSX^B,Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),$26.45,-0.08,-0.302%,NA
6198,DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,$24.79,0.05,0.202%,NA
6199,DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,$10.82,-0.1481,-1.35%,NA
6200,DTSQR,DT Cloud Star Acquisition Corporation Right,$0.19,-0.0002,-0.105%,NA
6201,DUK^A,"Duke Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock",$25.14,-0.05,-0.198%,NA
6202,DX^C,"Dynex Capital, Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",$25.98,0.05,0.193%,NA
6203,DXYZ,Destiny Tech100 Inc. Common Stock,$32.52,-0.63,-1.90%,NA
6204,DYOR,Insight Digital Partners II Class A Ordinary Shares,$9.97,0.004,0.04%,NA
6205,DYORU,Insight Digital Partners II Units,$10.16,UNCH,--,NA
6206,DYORW,Insight Digital Partners II Warrants,$0.32,-0.0003,-0.094%,NA
6207,EAD,Allspring Income Opportunities Fund Common Shares,$6.87,0.02,0.292%,NA
6208,ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,$19.57,-0.095,-0.483%,NA
6209,ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 2030,$25.44,0.19,0.752%,NA
6210,ECF,Ellsworth Growth and Income Fund Ltd.,$12.215,-0.115,-0.933%,NA
6211,ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),$21.4001,-0.1799,-0.834%,NA
6212,EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",$5.94,0.03,0.508%,NA
6213,EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,$5.00,0.01,0.20%,NA
6214,EEA,"The European Equity Fund, Inc. Common Stock",$10.90,UNCH,--,NA
6215,EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$25.09,UNCH,--,NA
